"视频描述","视频ID","发布时间","完播率","平均播放时长","播放量","推荐","喜欢","评论量","分享量","关注量","转发聊天和朋友圈","设为铃声","设为状态","设为朋友圈封面","企微链接点击次数","企微链接点击人数","添加到通讯录次数","添加到通讯录人数"
"阿妈会把剩下的荔枝菌变成第二天的清粥，这不是省，是会吃。#荔枝菌 #煮粥 #阿妈智慧","export/UzFfBgAAxK-gbAgHOzSrjMzT4DCa9cVotwXI7ciBZ-gMMHn7bA","2026/07/07","29.10%","12.82秒",1636,1,0,0,0,0,0,0,0,0,,,,
"阿妈煲汤不是拼料多，而是给荔枝菌留一个清楚的位置。#荔枝菌 #搭配食材 #老广吃法","export/UzFfBgAAxMGnWCBnADSojMzT4DCa1i_sd29BATaBQK9HADXoOA","2026/07/06","23.62%","17.12秒",1503,0,2,0,1,0,1,0,0,0,,,,
"荔枝菌最怕一锅太热闹，真正好的搭配要让菌甜站出来。#荔枝菌 #阿妈汤煲 #广东靓汤","export/UzFfBgAAxK2gPCYBUAiojMzT4DCabWCTH3IFw1xepWQ66fsAIw","2026/07/06","23.90%","14.47秒",2761,2,2,2,3,1,3,0,0,0,,,,
"荔枝菌不是老药材，火候拖太久，鲜味反而散。#荔枝菌 #阿妈汤煲 #煲汤火候","export/UzFfBgAAxJ-neF9YHRGpjMzT4DCao8CtsVPJradFbhEVtbExZQ","2026/07/05","30.96%","16.58秒",1221,3,3,0,0,1,0,0,0,0,,,,
"养生餐单里的菌，名字一样，产地天差地别。#荔枝菌 #养生 #质疑","export/UzFfBgAAxPynNCl7SG2pjMzT4DCaTiUINgr8Agy3fBAgKHWSyQ","2026/07/05","18.06%","13.84秒",730,0,2,0,1,0,1,0,0,0,,,,
"真正会煲汤的人，看的是汤先起香，菌后入味，而不是死守几分钟。#荔枝菌 #广东靓汤 #老广吃法","export/UzFfBgAAxJGndB04ZkepjMzT4DCaoMXZxcoMMOkXMXwE0eRU4g","2026/07/05","23.29%","13.65秒",893,1,1,0,0,0,0,0,0,0,,,,
"真正会煲汤的人，知道姜是帮鸡让路给菌甜，不是自己上桌当主角。#荔枝菌 #姜片去腥 #老广汤水","export/UzFfBgAAxJanaHQ1ZEmujMzT4DCazGHZ1ptiuhs39M5hyCFaqQ","2026/07/04","31.29%","14.21秒",1531,0,5,0,1,1,1,0,0,0,,,,
"姜片是借味，不是抢味。煲荔枝菌鸡汤，放重了反而盖住菌甜。#荔枝菌 #阿妈汤煲 #广东靓汤","export/UzFfBgAAxJynQGMEGVeujMzT4DCao1Vk-Mjh1T_W6c92cFruiA","2026/07/04","19.83%","13.48秒",706,0,4,0,0,0,0,0,0,0,,,,
"原来明星吃的荔枝菌就是乡下的夏至菇？#荔枝菌 #夏至菇 #质疑","export/UzFfBgAAxJCnIEYvXVmujMzT4DCaHUF9jhvuIYDzxzhioX9V3w","2026/07/04","17.82%","11.46秒",696,0,1,1,0,0,0,0,0,0,,,,
"老一辈讲不识食菌就不识广州，听着狠，其实是在讲留住本味。#荔枝菌 #广州饭桌 #阿妈汤煲","export/UzFfBgAAxP-nXHkeMCesjMzT4DCaNxyDhjaQ_E9opR7LV0ib_g","2026/07/03","25.71%","12.82秒",952,3,4,0,0,1,0,0,0,0,,,,
"云南叫鸡枞，广东叫荔枝菌，老广惦记的是荔枝林下这一口。#荔枝菌 #鸡枞菌 #广东美食","export/UzFfBgAAxOanOGQ5VzOsjMzT4DCaZ7oz_a-wP1gcqKUJx0ZiNA","2026/07/03","33.17%","16.50秒",1663,0,3,2,3,0,3,0,0,0,,,,
"有人觉得奶奶这句话太狠，但老一辈讲的不是身份，是食材本味。#荔枝菌 #老广 #广州美食","export/UzFfBgAAxO6nLAAHdwOsjMzT4DCagrT_Shm9Q0a9YaETMOvWJQ","2026/07/03","33.24%","13.23秒",1766,0,2,0,0,1,0,0,0,0,,,,
"有人觉得带孩子去市场买菌麻烦，其实很多食材标准，都是小时候看出来的。#荔枝菌 #市场买菜 #老广饭桌
","export/UzFfBgAAxP6nLCl2LgytjMzT4DCaQ6nIs9aYY593Bez-ynmuCQ","2026/07/02","23.08%","13.00秒",13,0,0,0,0,0,0,0,0,0,,,,
"小时候陪爸爸买荔枝菌，只觉得他挑得慢，长大才知道那是在教你识货。#荔枝菌 #市场记忆 #阿妈汤煲
","export/UzFfBgAAxPOnaG5FaBitjMzT4DCal4MmlGVlQZdaa4mh6CljVA","2026/07/02","31.74%","13.24秒",1585,0,1,0,0,0,0,0,0,0,,,,
"买荔枝菌最怕不是贵，是开箱那一刻鲜味已经在路上塌了。#荔枝菌 #顺丰冷链 #滋元堂","export/UzFfBgAAxJSnSDsyIl-tjMzT4DCa5fzwmQcyVCJaEbr-s1Z9PQ","2026/07/02","12.17%","12.44秒",345,0,0,0,0,0,0,0,0,0,,,,
"从采摘到到家，信任要落在新鲜、验货、保存和做法上。#荔枝菌 #滋元堂 #野生菌","export/UzFfBgAAxJKnCE93JXaijMzT4DCaIWiOvdaXRozMd4_gFphRyQ","2026/07/01","8.81%","9.14秒",352,0,0,0,0,1,0,0,0,0,,,,
"有人觉得季节味道是情怀包装，但荔枝菌错过真的只能等。#荔枝菌 #广东美食 #季节味道","export/UzFfBgAAxJenHCcCNE-ijMzT4DCanJ9pBoEBqZjZZ8gNhmaQTg","2026/07/01","23.10%","14.43秒",724,0,0,0,0,0,0,0,0,0,,,,
"有些味道不是天天有，荔枝菌一上桌，家里就知道夏天到了。#荔枝菌 #阿妈汤煲 #老广记忆","export/UzFfBgAAxOSnPF0-c1CijMzT4DCa7a9EGMJ4sbhKNlZV62GT5w","2026/07/01","23.80%","14.13秒",815,2,3,0,4,0,4,0,0,0,,,,
